ADE01260.1	MRW96898.1	56.970	330	139	2	14	343	5	331	6.34e-139	395
ADE01261.1	MRW95043.1	57.377	244	103	1	8	251	1	243	1.53e-93	272
ADE01263.1	MRW96929.1	88.430	363	42	0	1	363	1	363	0.0	662
ADE01268.1	MRW97659.1	27.688	372	234	8	5	356	17	373	7.21e-25	102
ADE01270.1	MRW98145.1	38.714	669	367	9	1	659	1	636	7.29e-116	357
ADE01275.1	MRW95134.1	28.246	439	235	21	5	408	2	395	4.75e-21	90.9
ADE01276.1	MRW94972.1	76.386	415	98	0	1	415	1	415	0.0	646
ADE01277.1	MRW97590.1	40.465	215	124	3	1	214	1	212	1.78e-40	135
ADE01279.1	MRW95785.1	33.735	332	204	8	12	336	4	326	6.73e-45	153
ADE01280.1	MRW94967.1	47.881	236	122	1	25	260	26	260	9.26e-68	207
ADE01281.1	MRW97848.1	29.954	217	133	5	86	284	97	312	5.72e-22	90.5
ADE01283.1	MRW98144.1	51.579	190	88	1	12	201	11	196	1.72e-63	192
ADE01287.1	MRW98184.1	31.579	361	193	12	44	366	46	390	3.09e-28	110
ADE01288.1	MRW98146.1	44.130	247	135	2	7	250	13	259	2.32e-66	204
ADE01290.1	MRW96880.1	55.135	370	165	1	8	377	6	374	8.10e-143	407
ADE01291.1	MRW96819.1	39.206	403	177	9	6	353	7	396	2.25e-74	233
ADE01292.1	MRW98185.1	34.943	352	206	7	56	400	33	368	1.84e-56	186
ADE01293.1	MRW97542.1	35.338	266	138	7	30	289	28	265	1.83e-34	127
ADE01294.1	MRW98087.1	31.229	301	145	8	20	315	288	531	1.40e-32	123
ADE01296.1	MRW98226.1	41.079	482	276	7	1	480	1	476	8.21e-104	315
ADE01297.1	MRW95312.1	59.574	235	95	0	5	239	4	238	1.67e-93	271
ADE01299.1	MRW96295.1	42.727	220	116	3	1	212	1	218	1.10e-48	157
ADE01301.1	MRW95319.1	74.458	415	106	0	21	435	14	428	0.0	649
ADE01304.1	MRW97542.1	32.213	357	223	9	1	345	1	350	1.38e-37	134
ADE01306.1	MRW98147.1	54.237	413	187	2	16	427	3	414	6.97e-145	416
