WP_006997791.1	QIZ21276.1	100.000	75	0	0	1	75	1	75	1.79e-46	138
WP_075484443.1	QIZ20786.1	93.750	64	4	0	1	64	1	64	1.71e-37	115
WP_075501251.1	QIZ21004.1	94.161	137	8	0	1	137	1	137	2.28e-94	264
WP_075501274.1	QIZ20270.1	87.500	136	17	0	1	136	1	136	9.95e-89	250
WP_075501282.1	QIZ20262.1	95.098	102	5	0	1	102	1	102	1.97e-69	198
WP_075501351.1	QIZ21136.1	87.417	453	57	0	1	453	1	453	0.0	775
WP_075501352.1	QIZ21135.1	78.680	197	40	1	1	197	1	195	2.28e-116	325
WP_075502433.1	QIZ21236.1	92.708	96	7	0	1	96	1	96	8.41e-62	179
WP_075519460.1	QIZ21496.1	97.059	68	2	0	1	68	1	68	2.57e-46	137
WP_075519823.1	QIZ20923.1	84.507	71	11	0	1	71	1	71	5.46e-42	127
WP_075521963.1	QIZ21532.1	68.981	216	66	1	1	215	1	216	2.73e-102	292
WP_075521964.1	QIZ21533.1	61.386	101	39	0	3	103	2	102	1.35e-44	135
WP_075521965.1	QIZ20533.1	66.142	127	43	0	1	127	1	127	5.55e-61	179
WP_075521967.1	QIZ21390.1	51.584	221	104	2	3	223	2	219	2.50e-74	220
WP_075521968.1	QIZ21536.1	73.451	226	60	0	1	226	1	226	2.31e-130	362
WP_075521969.1	QIZ21538.1	55.844	231	102	0	6	236	4	234	6.16e-77	228
WP_075521972.1	QIZ20541.1	76.129	310	74	0	1	310	1	310	1.40e-178	491
WP_075521973.1	QIZ21525.1	92.235	425	32	1	1	424	1	425	0.0	825
WP_075521974.1	QIZ21524.1	87.131	474	61	0	1	474	1	474	0.0	871
WP_075521975.1	QIZ20310.1	55.422	83	37	0	1	83	1	83	8.44e-29	95.1
WP_075521976.1	QIZ21104.1	72.581	124	34	0	1	124	1	124	1.05e-60	178
WP_075521977.1	QIZ21105.1	78.289	152	31	1	1	150	1	152	6.16e-76	219
WP_075521981.1	QIZ21534.1	73.636	110	29	0	13	122	13	122	3.04e-58	172
WP_075521986.1	QIZ21381.1	67.647	306	99	0	1	306	1	306	1.45e-145	407
WP_075521988.1	QIZ21379.1	31.250	224	149	3	1	220	1	223	1.11e-23	90.5
WP_075521989.1	QIZ21378.1	66.288	264	89	0	15	278	41	304	1.96e-115	330
WP_075521990.1	QIZ21448.1	75.314	478	118	0	1	478	1	478	0.0	750
WP_075521991.1	QIZ21447.1	91.195	318	28	0	1	318	1	318	0.0	607
WP_075521992.1	QIZ21446.1	59.735	226	86	1	18	238	18	243	1.80e-92	268
WP_075521993.1	QIZ21445.1	71.028	214	62	0	1	214	1	214	3.14e-117	328
WP_075521994.1	QIZ21444.1	84.054	740	118	0	1	740	1	740	0.0	1294
WP_075521995.1	QIZ21443.1	87.324	284	36	0	1	284	1	284	7.03e-173	475
WP_075521996.1	QIZ21442.1	71.256	414	119	0	4	417	2	415	0.0	632
WP_075521997.1	QIZ21441.1	76.374	364	82	3	13	375	13	373	0.0	570
WP_075521998.1	QIZ20953.1	32.331	266	156	8	9	259	16	272	1.51e-30	110
WP_075521999.1	QIZ20958.1	36.224	196	110	5	34	221	32	220	2.39e-32	113
WP_075522002.1	QIZ20868.1	66.514	436	140	2	1	433	1	433	0.0	593
WP_075522003.1	QIZ20867.1	62.238	143	53	1	1	142	1	143	6.55e-54	162
WP_075522004.1	QIZ20866.1	74.059	239	62	0	4	242	2	240	4.01e-132	368
WP_075522005.1	QIZ20865.1	69.231	403	124	0	1	403	1	403	0.0	570
WP_075522006.1	QIZ20864.1	84.177	316	50	0	1	316	1	316	0.0	553
WP_075522007.1	QIZ21164.1	81.006	974	177	3	1	972	1	968	0.0	1674
WP_075522008.1	QIZ21163.1	91.753	291	24	0	1	291	1	291	0.0	512
WP_075522009.1	QIZ21162.1	89.637	386	40	0	1	386	1	386	0.0	699
WP_075522010.1	QIZ21161.1	93.125	320	22	0	1	320	1	320	0.0	607
WP_075522011.1	QIZ21160.1	90.543	497	47	0	1	497	1	497	0.0	951
WP_075522012.1	QIZ21159.1	85.992	257	36	0	1	257	1	257	2.02e-172	471
WP_075522013.1	QIZ21158.1	91.709	591	48	1	1	591	1	590	0.0	1145
